mel_geneID,mel_geneSymbol,mel_chrom,mel_start,mel_end,mel_strand,sim_geneID,sim_geneSymbol,sim_chrom,sim_start,sim_end,sim_strand,orthoDB_groupID,num_mel_geneID_2_sim_geneID,num_sim_geneID_2_mel_geneID,flag_one2one_ortholog
FBgn0031900,CG13786,2L,7250607,7252982,-,FBgn0193904,GD22502,Scf_2L,7010943,7013499,-,EOG091909F0,1,1,1
FBgn0031902,Wnt6,2L,7333714,7352542,+,FBgn0085995,GD23460,Scf_2L,7093748,7105355,+,EOG091908WD,1,1,1
FBgn0031903,Wnt10,2L,7363379,7377528,+,FBgn0194842,GD23462,Scf_2L,7117535,7130400,+,EOG091908Z9,1,1,1
FBgn0031904,CG5149,2L,7384486,7388253,-,FBgn0193900,GD22498,Scf_2L,7137403,7141086,-,EOG091907K3,1,1,1
FBgn0031905,gudu,2L,7388508,7390902,+,FBgn0194846,GD23466,Scf_2L,7141334,7143745,+,EOG091904KL,1,1,1
FBgn0031906,CG5160,2L,7390984,7398750,-,FBgn0193899,GD22497,Scf_2L,7143809,7151569,-,EOG09190BY9,1,1,1
FBgn0031907,CG5171,2L,7401335,7404727,+,FBgn0194848,GD23468,Scf_2L,7154899,7157995,+,EOG09190E4Y,1,1,1
FBgn0031908,CG5177,2L,7405227,7408600,+,FBgn0194849,GD23469,Scf_2L,7158671,7161994,+,EOG09190CWM,1,1,1
FBgn0031909,CG5181,2L,7408533,7409809,-,FBgn0193898,GD22496,Scf_2L,7161995,7163167,-,EOG09190IND,1,1,1
FBgn0031910,CG15818,2L,7410909,7412229,+,FBgn0194850,GD23470,Scf_2L,7164241,7165212,+,EOG09190D9G,2,2,0
FBgn0031910,CG15818,2L,7410909,7412229,+,FBgn0194873,GD23494,Scf_2L,7603324,7604449,+,EOG09190D9G,2,2,0
FBgn0031913,CG5958,2L,7430530,7433516,-,FBgn0193897,GD22495,Scf_2L,7184537,7187555,-,EOG09190C8T,1,1,1
FBgn0031914,CG5973,2L,7437492,7445882,+,FBgn0194853,GD23473,Scf_2L,7191598,7199371,+,EOG09190BG0,1,1,1
FBgn0031918,CG6055,2L,7466543,7472493,+,FBgn0194854,GD23474,Scf_2L,7220765,7227152,+,EOG09190EE9,1,1,1
FBgn0031920,CG6441,2L,7474704,7476952,+,FBgn0194855,GD23475,Scf_2L,7228814,7231048,+,EOG091905WS,1,1,1
FBgn0031925,Cyp4d21,2L,7605600,7607701,+,FBgn0194857,GD23477,Scf_2L,7356730,7358690,+,EOG091906KC,1,1,1
FBgn0031926,CG6739,2L,7608389,7616533,+,FBgn0183765,GD12026,Scf_2L,7359430,7367624,+,EOG091903NK,1,1,1
FBgn0031929,CG18585,2L,7689311,7691061,-,FBgn0193884,GD22482,Scf_2L,7441134,7442825,-,EOG091908GT,1,1,1
FBgn0031930,CG7025,2L,7691109,7692683,-,FBgn0193883,GD22481,Scf_2L,7442880,7444467,-,EOG09190884,1,1,1
FBgn0031935,CG13793,2L,7716974,7719487,-,FBgn0193880,GD22478,Scf_2L,7465842,7468350,-,EOG091905SH,4,4,0
FBgn0031935,CG13793,2L,7716974,7719487,-,FBgn0193878,GD22476,Scf_2L,7471912,7474826,-,EOG091905SH,4,4,0
FBgn0031935,CG13793,2L,7716974,7719487,-,FBgn0193877,GD22475,Scf_2L,7475459,7478321,-,EOG091905SH,4,4,0
FBgn0031935,CG13793,2L,7716974,7719487,-,FBgn0193879,GD22477,Scf_2L,7468838,7471569,-,EOG091905SH,4,4,0
FBgn0031936,CG13794,2L,7719847,7722823,-,FBgn0193880,GD22478,Scf_2L,7465842,7468350,-,EOG091905SH,4,4,0
FBgn0031936,CG13794,2L,7719847,7722823,-,FBgn0193878,GD22476,Scf_2L,7471912,7474826,-,EOG091905SH,4,4,0
FBgn0031936,CG13794,2L,7719847,7722823,-,FBgn0193877,GD22475,Scf_2L,7475459,7478321,-,EOG091905SH,4,4,0
FBgn0031936,CG13794,2L,7719847,7722823,-,FBgn0193879,GD22477,Scf_2L,7468838,7471569,-,EOG091905SH,4,4,0
FBgn0031937,CG13795,2L,7723045,7726298,-,FBgn0193880,GD22478,Scf_2L,7465842,7468350,-,EOG091905SH,4,4,0
FBgn0031937,CG13795,2L,7723045,7726298,-,FBgn0193878,GD22476,Scf_2L,7471912,7474826,-,EOG091905SH,4,4,0
FBgn0031937,CG13795,2L,7723045,7726298,-,FBgn0193877,GD22475,Scf_2L,7475459,7478321,-,EOG091905SH,4,4,0
FBgn0031937,CG13795,2L,7723045,7726298,-,FBgn0193879,GD22477,Scf_2L,7468838,7471569,-,EOG091905SH,4,4,0
FBgn0031939,CG13796,2L,7727157,7732670,-,FBgn0193876,GD22474,Scf_2L,7479202,7484684,-,EOG0919088F,2,1,0
FBgn0031940,CG7214,2L,7743682,7744839,-,FBgn0193874,GD22472,Scf_2L,7489837,7490772,-,EOG09190JQT,1,1,1
FBgn0031941,ATPsynGL,2L,7747275,7747874,+,FBgn0194863,GD23483,Scf_2L,7493174,7493790,+,EOG09190JTK,1,1,1
FBgn0031945,CG7191,2L,7767628,7775033,+,FBgn0194865,GD23485,Scf_2L,7513267,7520763,+,EOG09190FLA,1,1,1
FBgn0031946,CG7164,2L,7781465,7782760,+,FBgn0194867,GD23487,Scf_2L,7527382,7528551,+,EOG09190ID3,1,1,1
FBgn0031947,CG7154,2L,7782865,7786061,+,FBgn0194868,GD23488,Scf_2L,7528706,7531914,+,EOG091903Q4,1,1,1
FBgn0031948,CG7149,2L,7786160,7790557,-,FBgn0193871,GD22469,Scf_2L,7532035,7536428,-,EOG091907HB,1,1,1
FBgn0031950,Herp,2L,7796314,7800058,-,FBgn0193869,GD22467,Scf_2L,7542407,7545680,-,EOG09190BVV,1,1,1
FBgn0031951,r2d2,2L,7800147,7802098,+,FBgn0084228,r2d2,Scf_2L,7545988,7548001,+,EOG09190BMX,1,1,1
FBgn0031952,cdc14,2L,7801668,7810703,-,FBgn0193868,GD22466,Scf_2L,7548178,7556374,-,EOG091902TY,1,1,1
FBgn0031954,CG14537,2L,7840452,7841262,+,FBgn0194872,GD23493,Scf_2L,7586757,7587574,+,EOG09190IOG,1,1,1
FBgn0031955,CG14535,2L,7844905,7855475,-,FBgn0193865,GD22463,Scf_2L,7591252,7601622,-,EOG091902PW,1,1,1
FBgn0031959,spz3,2L,7873495,7879552,-,FBgn0193862,GD22460,Scf_2L,7619608,7625715,-,EOG091909MZ,1,1,1
FBgn0031961,CG7102,2L,7883282,7887513,-,FBgn0193861,GD22459,Scf_2L,7629439,7633645,-,EOG091905YG,1,1,1
FBgn0031968,CG7231,2L,7983946,7986785,+,FBgn0194874,GD23495,Scf_2L,7721834,7723885,+,EOG09190CHG,1,1,1
FBgn0031969,pes,2L,7986786,7994184,-,FBgn0183718,GD11979,Scf_2L,7723824,7731377,-,EOG091901TG,1,1,1
FBgn0031970,CG7227,2L,7994388,7998151,-,FBgn0193855,GD22452,Scf_2L,7732067,7734958,-,EOG091905PC,1,1,1
FBgn0031971,Sirup,2L,7998869,7999676,+,FBgn0194875,GD23496,Scf_2L,7736034,7736822,+,EOG09190INE,1,1,1
FBgn0031972,Wwox,2L,7999670,8004286,-,FBgn0193854,GD22451,Scf_2L,7736765,7741247,-,EOG091908EC,1,1,1
FBgn0031973,Spn28Dc,2L,8004548,8007210,-,FBgn0193852,GD22449,Scf_2L,7741506,7744272,-,EOG091907L2,1,1,1
FBgn0031974,CG12560,2L,8008302,8009477,-,FBgn0193851,GD22448,Scf_2L,7745625,7746785,-,EOG09190CXX,1,1,1
FBgn0031975,Tg,2L,8011405,8026898,+,FBgn0194876,GD23497,Scf_2L,7748836,7754407,+,EOG091902PQ,1,1,1
FBgn0031976,CG7367,2L,8026914,8039788,-,FBgn0193849,GD22446,Scf_2L,7754481,7756462,-,EOG091908LM,1,1,1
FBgn0031977,baf,2L,8029462,8030565,+,FBgn0194877,GD23498,Scf_2L,7756906,7757611,+,EOG09190JM0,1,1,1
FBgn0031979,CCDC53,2L,8041106,8041879,+,FBgn0194879,GD23500,Scf_2L,7768450,7769235,+,EOG09190HOP,1,1,1
FBgn0031980,RpL36A,2L,8041873,8042909,-,FBgn0270625,GD29335,Scf_2L,7769233,7770285,-,EOG09190JOA,1,1,1
FBgn0031981,CG7466,2L,8043471,8054326,+,FBgn0194880,GD23501,Scf_2L,7770789,7781658,+,EOG09190038,1,1,1
FBgn0031985,mon2,2L,8116965,8124010,-,FBgn0193844,GD22441,Scf_2L,7844129,7851216,-,EOG091900D6,1,1,1
FBgn0031986,CG8673,2L,8124329,8125799,+,FBgn0194883,GD23504,Scf_2L,7851486,7852936,+,EOG091909UA,1,1,1
FBgn0031987,CG12375,2L,8125668,8126890,-,FBgn0193843,GD22440,Scf_2L,7852877,7854103,-,EOG09190CM5,1,1,1
FBgn0031988,CG8668,2L,8127001,8133989,+,FBgn0194884,GD23505,Scf_2L,7854214,7861238,+,EOG09190BK7,1,1,1
FBgn0031990,PAPLA1,2L,8134247,8159638,-,FBgn0193841,GD22438,Scf_2L,7861650,7887353,-,EOG091901RK,1,1,1
FBgn0031992,CG8498,2L,8161796,8162452,-,FBgn0193840,GD22437,Scf_2L,7889447,7890102,-,EOG09190JYU,1,1,1
FBgn0031995,CG8475,2L,8190808,8196918,-,FBgn0193838,GD22435,Scf_2L,7918509,7924529,-,EOG0919013U,1,1,1
FBgn0031996,CG8460,2L,8197193,8198813,+,FBgn0194889,GD23511,Scf_2L,7924808,7926441,+,EOG091908ZM,1,1,1
FBgn0031997,PGAP5,2L,8198882,8200652,+,FBgn0194890,GD23512,Scf_2L,7926710,7928324,+,EOG091909W6,1,1,1
FBgn0031998,SLC5A11,2L,8200465,8205132,-,FBgn0193837,GD22434,Scf_2L,7928218,7932967,-,EOG091905AG,1,1,1
FBgn0031999,CG8419,2L,8206171,8209637,+,FBgn0194891,GD23513,Scf_2L,7933129,7937291,+,EOG091904XT,1,1,1
FBgn0032000,CG8372,2L,8212039,8212902,-,FBgn0193835,GD22432,Scf_2L,7939938,7940873,-,EOG09190H72,1,1,1
FBgn0032001,CG8360,2L,8212959,8214135,+,FBgn0194893,GD23515,Scf_2L,7940858,7942014,+,EOG09190HAC,1,1,1
FBgn0032002,CG8353,2L,8214045,8215239,+,FBgn0194894,GD23516,Scf_2L,7941923,7943122,+,EOG09190GXI,1,1,1
FBgn0032003,CG8349,2L,8215915,8216901,+,FBgn0194895,GD23517,Scf_2L,7943761,7944766,+,EOG09190FM2,1,1,1
FBgn0032004,CG8292,2L,8216851,8218017,-,FBgn0193834,GD22431,Scf_2L,7944704,7945894,-,EOG09190E28,1,1,1
FBgn0032005,Snx6,2L,8218071,8220741,-,FBgn0193833,GD22430,Scf_2L,7945919,7948575,-,EOG091909JQ,1,1,1
FBgn0032006,Pvr,2L,8220980,8239878,-,FBgn0193831,GD22428,Scf_2L,7948983,7967542,-,EOG091900FT,1,1,1
FBgn0032008,CG14277,2L,8242486,8243426,+,FBgn0194896,GD23518,Scf_2L,7970157,7971082,+,EOG09190GTF,1,1,1
FBgn0032010,CG8086,2L,8244160,8257502,-,FBgn0193829,GD22425,Scf_2L,7971802,7985181,-,EOG091900D8,1,1,1
FBgn0032013,Scgalpha,2L,8303429,8305376,+,FBgn0194897,GD23519,Scf_2L,8030823,8032816,+,EOG091907W5,1,1,1
FBgn0032014,CG7840,2L,8305586,8306741,+,FBgn0194898,GD23520,Scf_2L,8033030,8034188,+,EOG09190AY4,1,1,1
FBgn0032015,Ostgamma,2L,8306696,8308192,-,FBgn0193826,GD22422,Scf_2L,8034142,8035646,-,EOG09190C5C,1,1,1
FBgn0032016,Mettl14,2L,8308427,8309961,+,FBgn0194899,GD23521,Scf_2L,8035876,8037408,+,EOG091909J4,1,1,1
FBgn0032017,CG7810,2L,8309876,8311195,-,FBgn0193825,GD22421,Scf_2L,8037317,8038746,-,EOG09190BCE,1,1,1
FBgn0032018,CG7806,2L,8311399,8317011,+,FBgn0194900,GD23522,Scf_2L,8038841,8044356,+,EOG091900X4,1,1,1
FBgn0032020,strat,2L,8320328,8321285,+,FBgn0194901,GD23523,Scf_2L,8047676,8048785,+,EOG09190J0E,1,1,1
FBgn0032021,CG7781,2L,8321280,8325409,-,FBgn0193823,GD22419,Scf_2L,8049209,8052519,-,EOG09190I28,1,1,1
FBgn0032022,CG14275,2L,8327456,8332911,+,FBgn0194902,GD23524,Scf_2L,8056251,8060015,+,EOG09190I4A,1,1,1
FBgn0032023,CG14274,2L,8338287,8342056,+,FBgn0194903,GD23525,Scf_2L,8065314,8069206,+,EOG09190IK2,1,1,1
FBgn0032024,CG14273,2L,8342695,8344378,+,FBgn0194904,GD23526,Scf_2L,8070012,8071597,+,EOG09190KWV,1,1,1
FBgn0032025,CG7778,2L,8346620,8351112,+,FBgn0194905,GD23527,Scf_2L,8073758,8077319,+,EOG09190HQG,1,1,1
FBgn0032026,CG7627,2L,8355678,8362469,-,FBgn0193819,GD22415,Scf_2L,8082620,8089469,-,EOG091900SZ,1,1,1
FBgn0032029,CG17292,2L,8370454,8374250,+,FBgn0194909,GD23531,Scf_2L,8097516,8101366,+,EOG09190AWO,1,1,1
FBgn0032030,Wdr82,2L,8374461,8375549,+,FBgn0194910,GD23532,Scf_2L,8101530,8102666,+,EOG09190B5A,1,1,1
FBgn0032031,CG13390,2L,8375502,8376797,-,FBgn0193817,GD22413,Scf_2L,8102613,8103906,-,EOG09190A4M,1,1,1
FBgn0032032,CG17294,2L,8377035,8378206,+,FBgn0194911,GD23533,Scf_2L,8104120,8105321,+,EOG09190FCD,1,1,1
FBgn0032033,CG13392,2L,8381821,8382807,-,FBgn0193815,GD22411,Scf_2L,8109014,8110015,-,EOG09190EVG,1,1,1
FBgn0032034,Rcd4,2L,8382861,8383657,+,FBgn0194912,GD23534,Scf_2L,8109938,8110737,+,EOG09190HQ5,1,1,1
FBgn0032036,CG13384,2L,8384455,8388804,+,FBgn0194913,GD23535,Scf_2L,8111512,8115872,+,EOG091907F7,1,1,1
FBgn0032039,CG13385,2L,8396649,8397886,+,FBgn0194914,GD23536,Scf_2L,8123601,8124876,+,EOG09190BF4,1,1,1
FBgn0032040,CG13386,2L,8399021,8400078,+,FBgn0194915,GD23537,Scf_2L,8125694,8127066,+,EOG09190IS0,1,1,1
FBgn0032042,CG13398,2L,8412144,8415256,-,FBgn0193808,GD22402,Scf_2L,8139006,8142133,-,EOG09190DDG,1,1,1
FBgn0032047,CG13088,2L,8488981,8490546,+,FBgn0194927,GD23549,Scf_2L,8206442,8208151,+,EOG09190DF8,1,1,1
FBgn0032048,Dh31,2L,8491868,8506845,-,FBgn0193803,GD22397,Scf_2L,8209393,8224180,-,EOG09190JKB,1,1,1
FBgn0032049,Bace,2L,8494893,8496307,-,FBgn0268307,GD27017,Scf_2L,8212412,8213788,-,EOG09190BRC,1,1,1
FBgn0032050,CG13096,2L,8509069,8511866,-,FBgn0193802,GD22396,Scf_2L,8226502,8229107,-,EOG09190AD2,1,1,1
FBgn0032051,CG13097,2L,8512174,8514868,-,FBgn0193801,GD22395,Scf_2L,8229556,8232262,-,EOG091906EV,1,1,1
FBgn0032052,PIG-U,2L,8515096,8516755,+,FBgn0194929,GD23551,Scf_2L,8232466,8234154,+,EOG091909CL,1,1,1
FBgn0032053,mRpL51,2L,8516753,8517380,-,FBgn0193800,GD22394,Scf_2L,8234128,8234795,-,EOG09190HO6,1,1,1
FBgn0032054,Uba4,2L,8517411,8519176,+,FBgn0270241,GD28951,Scf_2L,8234925,8236687,+,EOG091907TC,1,1,1
FBgn0032055,CG13091,2L,8519690,8521809,+,FBgn0194931,GD23553,Scf_2L,8237184,8239210,+,EOG0919061Y,1,1,1
FBgn0032057,CG9287,2L,8676777,8679812,-,FBgn0193796,GD22390,Scf_2L,8389898,8392951,-,EOG091904BV,1,1,1
FBgn0032058,CG9289,2L,8681325,8684376,-,FBgn0193795,GD22389,Scf_2L,8394350,8397609,-,EOG091904J4,1,1,1
FBgn0032059,PrBP,2L,8684823,8685955,-,FBgn0193794,GD22388,Scf_2L,8399068,8400214,-,EOG09190HKG,1,1,1
FBgn0032061,CG9314,2L,8705572,8707527,+,FBgn0194938,GD23560,Scf_2L,8420004,8421877,+,EOG0919067A,1,1,1
FBgn0032065,CG12438,2L,8752285,8753209,+,FBgn0194939,GD23561,Scf_2L,8458310,8459231,+,EOG09190FKF,1,1,1
FBgn0032066,LManIII,2L,8765273,8768710,-,FBgn0193789,GD22383,Scf_2L,8471342,8474634,-,EOG091901K7,1,1,1
FBgn0032067,LManIV,2L,8769159,8772344,-,FBgn0193787,GD22381,Scf_2L,8475171,8478351,-,EOG091901SR,1,1,1
FBgn0032068,LManV,2L,8772946,8776263,-,FBgn0193662,GD22254,Scf_2L,10131734,10135321,-,EOG091901E1,3,3,0
FBgn0032068,LManV,2L,8772946,8776263,-,FBgn0193786,GD22380,Scf_2L,8478946,8482262,-,EOG091901E1,3,3,0
FBgn0032068,LManV,2L,8772946,8776263,-,FBgn0193785,GD22379,Scf_2L,8483604,8487117,-,EOG091901E1,3,3,0
FBgn0032069,LManVI,2L,8777661,8781252,-,FBgn0193662,GD22254,Scf_2L,10131734,10135321,-,EOG091901E1,3,3,0
FBgn0032069,LManVI,2L,8777661,8781252,-,FBgn0193786,GD22380,Scf_2L,8478946,8482262,-,EOG091901E1,3,3,0
FBgn0032069,LManVI,2L,8777661,8781252,-,FBgn0193785,GD22379,Scf_2L,8483604,8487117,-,EOG091901E1,3,3,0
FBgn0032072,CG9483,2L,8866767,8867686,+,FBgn0194949,GD23571,Scf_2L,8572618,8573533,+,EOG09190ECA,1,1,1
FBgn0032074,Tsp29Fa,2L,8933962,8936096,+,FBgn0269131,GD27841,Scf_2L,8639873,8642399,+,EOG09190FL9,1,1,1
FBgn0032075,Tsp29Fb,2L,8937390,8939743,+,FBgn0194953,GD23575,Scf_2L,8643592,8646052,+,EOG09190D5L,1,1,1
FBgn0032076,CG9510,2L,8939725,8942105,-,FBgn0193783,GD22377,Scf_2L,8646086,8648394,-,EOG091906Z3,1,1,1
FBgn0032077,CG9515,2L,8941945,8943257,-,FBgn0193782,GD22376,Scf_2L,8648233,8649571,-,EOG09190FA5,1,1,1
FBgn0032078,C1GalTA,2L,8943455,8951216,-,FBgn0193781,GD22375,Scf_2L,8649909,8657261,-,EOG091908H6,1,1,1
FBgn0032079,CG31886,2L,8953481,8959051,-,FBgn0193780,GD22374,Scf_2L,8659681,8664970,-,EOG091905JQ,1,1,1
FBgn0032080,CG9525,2L,8959255,8962354,-,FBgn0193778,GD22372,Scf_2L,8665163,8668342,-,EOG0919041F,1,1,1
FBgn0032082,CG18088,2L,8967535,8970627,+,FBgn0194956,GD23578,Scf_2L,8673181,8676276,+,EOG091903DQ,1,1,1
FBgn0032083,CG9541,2L,8970520,8975428,-,FBgn0193777,GD22371,Scf_2L,8676538,8681439,-,EOG0919048I,1,1,1
FBgn0032084,CG13101,2L,8977834,8984872,-,FBgn0193776,GD22370,Scf_2L,8683896,8690690,-,EOG09190BC6,1,1,1
FBgn0032085,CG9555,2L,8991735,8993632,+,FBgn0194959,GD23581,Scf_2L,8699570,8701318,+,EOG09190DXX,2,2,0
FBgn0032085,CG9555,2L,8991735,8993632,+,FBgn0194958,GD23580,Scf_2L,8697224,8699523,+,EOG09190DXX,2,2,0
FBgn0032086,CG17906,2L,8994391,8995617,+,FBgn0194959,GD23581,Scf_2L,8699570,8701318,+,EOG09190DXX,2,2,0
FBgn0032086,CG17906,2L,8994391,8995617,+,FBgn0194958,GD23580,Scf_2L,8697224,8699523,+,EOG09190DXX,2,2,0
FBgn0032087,CG9568,2L,9010583,9011358,+,FBgn0194960,GD23582,Scf_2L,8708853,8709591,+,EOG09190I1J,1,1,1
FBgn0032088,CG13102,2L,9012188,9014149,+,FBgn0194961,GD23583,Scf_2L,8710448,8711144,+,EOG09190HA3,1,1,1
FBgn0032089,Rcd-1r,2L,9012885,9014068,-,FBgn0193773,GD22367,Scf_2L,8711193,8712455,-,EOG09190D8J,1,1,1
FBgn0032090,CG9582,2L,9024320,9031836,-,FBgn0193772,GD22366,Scf_2L,8722850,8723999,-,EOG09190BYK,1,1,1
FBgn0032094,CG12439,2L,9077121,9077988,+,FBgn0194962,GD23584,Scf_2L,8775335,8776633,+,EOG09190G8U,1,1,1
FBgn0032095,Toll-4,2L,9084107,9089440,+,FBgn0190980,GD19483,Scf_3R,3111041,3114459,-,EOG091901EQ,2,2,0
FBgn0032095,Toll-4,2L,9084107,9089440,+,FBgn0194963,GD23585,Scf_2L,8782407,8787958,+,EOG091901EQ,2,2,0
FBgn0032096,Or30a,2L,9111814,9113285,+,FBgn0194965,GD23587,Scf_2L,8804983,8812033,+,EOG0919091Z,1,1,1
FBgn0032100,CG13108,2L,9164235,9165426,+,FBgn0194968,GD23590,Scf_2L,8862136,8863383,+,EOG09190HEV,1,1,1
FBgn0032101,CG9586,2L,9165421,9166514,-,FBgn0193770,GD22364,Scf_2L,8863418,8864491,-,EOG09190I07,1,1,1
FBgn0032104,aust,2L,9250048,9251042,-,FBgn0193769,GD22363,Scf_2L,8939183,8943721,-,EOG09190FTM,1,1,1
FBgn0032105,borr,2L,9251472,9253118,-,FBgn0193768,GD22362,Scf_2L,8943918,8945877,-,EOG09190DP9,1,1,1
FBgn0032109,CG17005,2L,9327744,9330332,+,FBgn0194972,GD23594,Scf_2L,9020623,9022953,+,EOG091906FV,1,1,1
FBgn0032110,CG3748,2L,9342832,9344777,+,FBgn0194975,GD23597,Scf_2L,9035687,9037374,+,EOG091908H9,1,1,1
FBgn0032111,CG13110,2L,9350470,9350996,+,FBgn0194976,GD23598,Scf_2L,9043417,9043989,+,EOG09190I0R,1,1,1
FBgn0032115,CG4438,2L,9396999,9397988,-,FBgn0193764,GD22357,Scf_2L,9086959,9087976,-,EOG09190J5P,1,1,1
FBgn0032116,Mco1,2L,9416588,9426342,+,FBgn0194979,GD23601,Scf_2L,9106537,9116501,+,EOG091901JB,1,1,1
FBgn0032117,FucTB,2L,9428669,9431052,-,FBgn0193763,GD22356,Scf_2L,9118775,9121127,-,EOG09190AYK,1,1,1
FBgn0032119,CG3769,2L,9435399,9436842,+,FBgn0194982,GD23605,Scf_2L,9125280,9126948,+,EOG09190DEX,1,1,1
FBgn0032120,CG33298,2L,9495474,9520696,+,FBgn0194985,GD23608,Scf_2L,9178924,9203314,+,EOG091900LC,1,1,1
FBgn0032122,CG31883,2L,9528515,9529648,+,FBgn0194986,GD23609,Scf_2L,9211774,9212736,+,EOG09190I63,1,1,1
FBgn0032123,Oatp30B,2L,9521210,9540060,+,FBgn0194987,GD23610,Scf_2L,9204271,9222131,+,EOG091901MA,1,1,1
FBgn0032124,CG17855,2L,9540523,9542480,+,FBgn0194988,GD23611,Scf_2L,9223769,9225699,+,EOG09190D1K,1,1,1
FBgn0032125,Cpr30B,2L,9542878,9543658,+,FBgn0194989,GD23612,Scf_2L,9226148,9226918,+,EOG09190IZU,1,1,1
FBgn0032126,CG13113,2L,9544171,9544875,+,FBgn0194990,GD23613,Scf_2L,9227420,9228550,+,EOG09190GKR,1,1,1
FBgn0032127,CG13114,2L,9545811,9547424,+,FBgn0194991,GD23614,Scf_2L,9229085,9230706,+,EOG09190BIL,1,1,1
FBgn0032130,CG3838,2L,9568890,9573572,+,FBgn0184124,GD12392,Scf_2L,9252381,9256908,+,EOG09190E78,1,1,1
FBgn0032131,CG3841,2L,9589476,9591783,+,FBgn0194993,GD23616,Scf_2L,9272582,9274879,+,EOG091904VL,1,1,1
FBgn0032132,CG4382,2L,9598880,9600872,-,FBgn0193755,GD22348,Scf_2L,9281832,9283814,-,EOG091904FX,1,1,1
FBgn0032135,GlcAT-S,2L,9616469,9623109,+,FBgn0194996,GD23619,Scf_2L,9299314,9305546,+,EOG09190861,1,1,1
FBgn0032136,Apoltp,2L,9634179,9656026,+,FBgn0194997,GD23620,Scf_2L,9316715,9338504,+,EOG0919001D,1,1,1
FBgn0032138,CG4364,2L,9708921,9711271,-,FBgn0193749,GD22342,Scf_2L,9391787,9394107,-,EOG091906KU,1,1,1
FBgn0032139,CG13116,2L,9729940,9730945,+,FBgn0195001,GD23624,Scf_2L,9410951,9413523,+,EOG09190GU1,1,1,1
FBgn0032140,CG13117,2L,9736645,9737949,+,FBgn0195002,GD23625,Scf_2L,9419299,9419986,+,EOG09190IIN,1,1,1
FBgn0032143,CG4017,2L,9767058,9768727,+,FBgn0195005,GD23628,Scf_2L,9449494,9451146,+,EOG0919084X,1,1,1
FBgn0032144,CG17633,2L,9769060,9770409,+,FBgn0195006,GD23629,Scf_2L,9451478,9452837,+,EOG091908DL,1,1,1
FBgn0032147,IP3K1,2L,9782384,9788499,+,FBgn0195007,GD23630,Scf_2L,9464770,9470753,+,EOG0919094X,1,2,0
FBgn0032147,IP3K1,2L,9782384,9788499,+,FBgn0195008,GD23631,Scf_NODE_14749,259,928,-,EOG0919094X,1,2,0
FBgn0032149,CG4036,2L,9790882,9791958,+,FBgn0268273,GD26983,Scf_2L,9473630,9475411,+,EOG09190CAT,1,1,1
FBgn0032150,CG13123,2L,9791961,9793107,-,FBgn0193741,GD22334,Scf_2L,9475403,9476540,-,EOG09190CH9,1,1,1
FBgn0032151,nAChRalpha6,2L,9793317,9886250,-,FBgn0193740,GD22333,Scf_2L,9476758,9583466,-,EOG0919069Y,1,1,1
FBgn0032153,CG4537,2L,9890885,9891336,+,FBgn0195010,GD23633,Scf_2L,9588034,9588529,+,EOG09190JCH,1,1,1
FBgn0032154,mtDNA-helicase,2L,9891255,9893446,-,FBgn0193738,GD22331,Scf_2L,9588439,9590623,-,EOG091904AN,1,1,1
FBgn0032156,CG13124,2L,9903279,9908633,-,FBgn0193735,GD22328,Scf_2L,9601493,9606905,-,EOG09190A6I,1,1,1
FBgn0032157,Etl1,2L,9908830,9912608,-,FBgn0193734,GD22327,Scf_2L,9607102,9611035,-,EOG091902L2,1,1,1
FBgn0032160,CG4598,2L,9918618,9920120,+,FBgn0195014,GD23637,Scf_2L,9616808,9618131,+,EOG09190D1X,1,1,1
FBgn0032161,CG4594,2L,9920160,9921459,+,FBgn0195015,GD23638,Scf_2L,9618263,9619491,+,EOG09190D3G,1,1,1
FBgn0032162,CG4592,2L,9921633,9922860,+,FBgn0195016,GD23639,Scf_2L,9619719,9621010,+,EOG09190CN4,1,1,1
FBgn0032163,TbCMF46,2L,9922737,9924865,-,FBgn0193731,GD22324,Scf_2L,9620922,9623015,-,EOG091905TL,1,1,1
FBgn0032166,CG4619,2L,9938863,9943058,+,FBgn0195019,GD23642,Scf_2L,9636855,9638882,+,EOG091905CS,1,1,1
FBgn0032167,CG5853,2L,9940773,9947648,-,FBgn0193728,GD22321,Scf_2L,9638764,9645543,-,EOG091903PZ,1,1,1
FBgn0032168,CG13126,2L,9952072,9954181,-,FBgn0193727,GD22320,Scf_2L,9650300,9652054,-,EOG091906OI,1,1,1
FBgn0032169,CG4709,2L,9954325,9956176,+,FBgn0195020,GD23643,Scf_2L,9652114,9653952,+,EOG091907VM,1,1,1
FBgn0032170,CG4658,2L,9957132,9960168,+,FBgn0195021,GD23644,Scf_2L,9654947,9658359,+,EOG091905CB,1,1,1
FBgn0032171,CG5846,2L,9956175,9957237,-,FBgn0193726,GD22319,Scf_2L,9654008,9654876,-,EOG09190EQX,1,1,1
FBgn0032172,CG5850,2L,9959248,9963949,-,FBgn0193724,GD22317,Scf_2L,9657060,9661610,-,EOG091906J6,1,1,1
FBgn0032175,CG13131,2L,10013227,10017463,-,FBgn0193718,GD22311,Scf_2L,9703729,9708024,-,EOG091901LJ,1,1,1
